type,title,release_year,rating,listed_in,description,service
Movie,The Lion King 1 1/2,2004,G,"Action-Adventure, Animation, Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,disney plus
Movie,The Lion King 2: Simba's Pride,1998,G,"Action-Adventure, Animation, Family",Simba's strong-willed daughter befriends the heir to Scar's pride.,disney plus
Movie,The Little Mermaid,1989,G,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,disney plus
Movie,The Little Mermaid II:  Return to the Sea,2000,G,"Animation, Drama, Fantasy",Return To The Sea with The Little Mermaid’s daughter.,disney plus
Movie,The Little Mermaid:  Ariel's Beginning,2008,G,"Animation, Drama, Family","Long before Prince Eric, Ariel faces a choice between family and music.",disney plus
Movie,The Little Whirlwind,1941,TV-Y7,"Animation, Family, Kids",Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.,disney plus
Movie,The Living Desert,1953,G,"Animals & Nature, Documentary, Family",The desert teems with vitality in this true-life adventure.,disney plus
Movie,The Lizzie McGuire Movie,2003,PG,"Comedy, Coming of Age, Family",Lizzie McGuire and her pals go on a class trip to Italy.,disney plus
Movie,The Lost Tomb of Alexander the Great,2019,TV-PG,"Documentary, Historical",An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.,disney plus
Movie,The Love Bug (1969),1969,G,"Action-Adventure, Comedy, Family",A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.,disney plus
Movie,The Many Adventures of Winnie the Pooh,1977,TV-Y,"Animation, Kids, Musical",Experience the magical tales of Pooh and his Hundred Acre Wood friends.,disney plus
Movie,The Million Dollar Duck,1971,G,"Comedy, Family",A research scientist discovers his lab duck now lays golden eggs.,disney plus
Movie,The Mistle-Tones,2012,TV-PG,"Drama, Music",Holly forms a Christmas singing group to compete with a harsh rival.,disney plus
Movie,The Muppet Christmas Carol,1992,G,"Comedy, Drama, Family",The Muppets present their own touching rendition of Charles Dickens' classic tale.,disney plus
Movie,The Muppet Movie,1979,G,"Action-Adventure, Comedy, Family","On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs.",disney plus
Movie,The Muppets,2011,PG,"Comedy, Family, Kids",The Muppets' biggest fan reunites the gang to save their beloved theater.,disney plus
TV Show,The Muppets (Series),2015,TV-PG,Comedy,"""The Muppets"" return with a documentary-style show.",disney plus
TV Show,The New Adventures of Winnie the Pooh,1988,TV-Y,"Animation, Kids",The stories of Winnie the Pooh and friends.,disney plus
Movie,The Old Mill,1937,TV-Y7,"Action-Adventure, Animation, Family",Animals try to stay safe and dry in an old mill. See details for advisory.,disney plus
Movie,The Olympic Champ,1942,TV-G,"Animation, Comedy, Family",Goofy demonstrates Olympic events to the narration of their history. See details for advisory.,disney plus
Movie,The Parent Trap,1998,PG,"Comedy, Family, Romance",Identical twins scheme to switch places and reunite their divorced parents.,disney plus
Movie,The Parent Trap (1961),1961,G,"Comedy, Family, Romance","Twins separated at birth reunite, then switch places to try and get their parents back together.",disney plus
Movie,The Pied Piper,1933,TV-G,"Animation, Family, Musical",The Pied Piper lures the children out of town. See details for advisory.,disney plus
Movie,The Plausible Impossible (Disneyland: 1954-58),1956,TV-PG,"Documentary, Family",Walt Disney explains some of the techniques of animation. See details for advisory.,disney plus
Movie,The Poof Point,2001,TV-G,"Comedy, Coming of Age, Science Fiction",Eddie and Marie’s parents invent a machine that makes them younger.,disney plus
Movie,The Prince and the Pauper,1962,G,"Action-Adventure, Coming of Age, Family","After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",disney plus
Movie,The Princess and the Frog,2009,G,"Animation, Comedy, Family",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,disney plus
Movie,The Princess Diaries,2001,G,"Comedy, Coming of Age, Family",A teenager discovers that she is the princess of a small European country.,disney plus
Movie,The Princess Diaries 2: Royal Engagement,2004,G,"Comedy, Family, Romance",Princess Mia has 30 days to find a husband... or she can't become queen.,disney plus
Movie,The Proud Family Movie,2005,TV-G,"Animation, Comedy, Family",Penny's boring family vacation becomes a mysterious island adventure.,disney plus
Movie,The Reluctant Dragon,1941,G,"Animation, Comedy, Family",Robert Benchley gives a behind-the-scenes look at how animation is created.,disney plus
TV Show,The Replacements,2006,TV-G,"Animation, Comedy, Family","Riley and Todd, can replace any adult in their life by making a simple call to the Fleemco company.",disney plus
Movie,The Rescuers,1977,G,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,disney plus
Movie,The Rescuers Down Under,1990,G,"Action-Adventure, Animation, Family",Bernard and Bianca race to Australia to save a boy from a vile poacher.,disney plus
Movie,The Rookie,2002,G,"Biographical, Family, Sports",A high school baseball coach gets a second chance as a big-league pitcher.,disney plus
Movie,The Santa Clause,1994,PG,"Comedy, Family, Fantasy",A bizarre twist of fate transforms a divorced dad into the new Santa.,disney plus
Movie,The Santa Clause 2,2002,G,"Comedy, Family, Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,disney plus
Movie,The Santa Clause 3: The Escape Clause,2006,G,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,disney plus
Movie,The Scream Team,2002,TV-PG,"Comedy, Fantasy",Ian and Claire Carlyle discover that ghosts really do exist!,disney plus
Movie,The Secret of the Magic Gourd,2009,G,Fantasy,A boy's world is turned upside down when he hooks a wish-granting gourd.,disney plus
Movie,The Shaggy D.A.,1976,G,"Comedy, Family, Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.,disney plus
Movie,The Shaggy Dog,1959,G,"Comedy, Family, Fantasy",A magical ring transforms a teenager into a lumbering sheepdog.,disney plus
Movie,The Sign of Zorro,1960,G,"Action-Adventure, Drama, Family",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,disney plus
Movie,The Simple Things,1953,TV-G,"Animation, Comedy, Family",Mickey and Pluto go fishing at the beach. See details for advisory.,disney plus
Movie,The Sound of Music,1965,G,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,disney plus
Movie,The Story of Robin Hood And His Merrie Men,1952,PG,"Action-Adventure, Family",Prince John conspires to gain power when King Richard leaves England.,disney plus
Movie,The Strongest Man in the World,1975,G,"Comedy, Family, Science Fiction",A college science wiz gains super strength in a lab accident. See details for advisory.,disney plus
Movie,The Suite Life Movie,2011,TV-G,"Comedy, Coming of Age",Zack and Cody become truly connected after joining a twin research study.,disney plus
TV Show,The Suite Life of Zack & Cody,2004,TV-G,"Action-Adventure, Comedy, Coming of Age",Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.,disney plus
TV Show,The Suite Life On Deck,2008,TV-G,"Action-Adventure, Comedy, Coming of Age","Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner.",disney plus
Movie,The Swap,2016,TV-G,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,disney plus
Movie,The Thirteenth Year,1999,TV-G,"Coming of Age, Fantasy",Cody learns he can communicate with fish as he nears his 13th birthday.,disney plus
Movie,The Three Caballeros,1945,G,"Animation, Family, Musical",Magical gifts from his friends send Donald on a musical journey. See details for advisory.,disney plus
Movie,The Three Musketeers,1993,PG,"Action-Adventure, Comedy, Family",Three loyal swordsmen and an eager recruit unite to protect the King.,disney plus
Movie,The Tigger Movie,2000,G,"Action-Adventure, Animation, Kids",Tigger goes looking through the Hundred Acre Wood to find his family.,disney plus
Movie,The Tortoise and the Hare,1935,TV-G,"Animation, Family, Sports","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",disney plus
Movie,The Ugly Dachshund,1966,TV-G,"Animals & Nature, Comedy, Family",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,disney plus
Movie,The Ugly Duckling,1939,TV-Y7,"Animation, Family",A baby duckling is shunned by his family because he is different. See details for advisory.,disney plus
Movie,The Ultimate Christmas Present,2000,TV-G,"Comedy, Coming of Age, Fantasy",Allie and Sam lose control of Santa's weather machine.,disney plus
Movie,The Vanishing Prairie,1954,G,"Animals & Nature, Documentary, Family",The story of the American prairie amidst the march of civilization.,disney plus
Movie,The Wild,2006,G,"Action-Adventure, Animation, Comedy","A band of animals escape from the zoo, into the wilds of New York City.",disney plus
Movie,The Wise Little Hen,1934,TV-G,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,disney plus
Movie,The Wizards Return: Alex vs. Alex,2013,TV-G,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,disney plus
TV Show,The World According to Jeff Goldblum,2019,TV-PG,Docuseries,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,disney plus
Movie,The Young Black Stallion,2003,G,"Action-Adventure, Animals & Nature, Drama",A girl risks her treasured black stallion to save her family home.,disney plus
Movie,Three Blind Mouseketeers,1936,TV-Y7,"Animation, Family, Parody",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,disney plus
Movie,Three Days,2001,TV-G,"Drama, Fantasy",An angel lets a man relive the days before his wife's death.,disney plus
Movie,Three Little Pigs,1933,TV-Y7,"Animation, Family, Kids",A Disney telling of the Three Little Pigs. See details for advisory.,disney plus
Movie,Three Little Wolves,1936,TV-Y7,"Animation, Family",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,disney plus
Movie,Three Men and a Baby,1987,PG,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",disney plus
Movie,Three Men and a Little Lady,1990,PG,"Buddy, Comedy, Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",disney plus
Movie,Thru the Mirror,1936,TV-G,"Animation, Comedy, Family",Mickey dreams he goes through his mirror to the other side. See details for advisory.,disney plus
Movie,Tiger Cruise,2004,TV-PG,"Drama, Family","Maddie Dolan is tired of being labeled a “Navy brat.""",disney plus
Movie,Tim Burton’s The Nightmare Before Christmas,1993,PG,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,disney plus
TV Show,Timon & Pumbaa,1995,TV-Y,"Animation, Buddy, Comedy","Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.",disney plus
Movie,Tin Toy,1988,TV-G,"Animation, Family, Kids","A scared, Tin Toy realizes he really wants to play.",disney plus
Movie,Tinker Bell,2008,G,"Action-Adventure, Animation, Fantasy",The story of Disney's most famous fairy is finally revealed.,disney plus
Movie,Tinker Bell and the Great Fairy Rescue,2010,G,"Action-Adventure, Animation, Fantasy",Tink risks her own safety when she befriends a curious human girl.,disney plus
Movie,Tinker Bell and the Lost Treasure,2009,G,"Action-Adventure, Animation, Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.,disney plus
Movie,Titanic: 20 Years Later With James Cameron,2017,TV-PG,"Documentary, Historical",James Cameron revisits his blockbuster film in light of new Titanic research.,disney plus
Movie,Toby Tortoise Returns,1936,TV-Y7,"Animation, Family, Sports",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,disney plus
Movie,Tom and Huck,1995,PG,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,disney plus
Movie,Toy Story,1995,G,"Action-Adventure, Animation, Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart.",disney plus
Movie,Toy Story 2,1999,G,"Action-Adventure, Animation, Comedy","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",disney plus
Movie,Toy Story 3,2010,G,"Animation, Comedy, Drama","Woody, Buzz and the gang return for more adventures with new friends.",disney plus
Movie,Toy Story Toons: Hawaiian Vacation,2011,G,"Animation, Comedy, Family",Ken and Barbie get the vacation of their dreams.,disney plus
Movie,Toy Story Toons: Partysaurus Rex,2012,G,"Animation, Comedy, Family",Rex throws an over-the-top bath time bash!,disney plus
Movie,Toy Story Toons: Small Fry,2011,G,"Animation, Family, Kids",Buzz is replaced by a miniature version of himself.,disney plus
Movie,Trail of the Panda,2009,G,"Action-Adventure, Animals & Nature, Family",A mute orphan boy rescues a lost panda cub in the mountains of China.,disney plus
